datetime,hour,day_of_week,month,is_weekend,season,is_holiday,peak_label,tariff_inr,solar_generation_kw,consumption_kw,surplus_kw,battery_soc_kwh,grid_import_kw,grid_export_kw,action,tariff_lag_1h,tariff_lag_24h,tariff_lag_168h,tariff_next_6h_avg,hour_sin,hour_cos,month_sin,month_cos,dow_sin,dow_cos
2023-03-06 19:00:00,19,0,3,0,summer,0,peak_eve,7.895,0.042,3.271,-3.229,1.641,1.752,0.0,USE,7.806,7.183,6.884,5.9265,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.0,1.0
2023-03-06 20:00:00,20,0,3,0,summer,0,peak_eve,7.977,0.022,2.759,-2.737,0.0,2.737,0.0,USE,7.895,7.496,6.655,6.418500000000001,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.0,1.0
2023-03-06 21:00:00,21,0,3,0,summer,0,peak_eve,7.72,0.004,1.857,-1.853,0.0,1.853,0.0,USE,7.977,7.426,6.537,6.870333333333334,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.0,1.0
2023-03-06 22:00:00,22,0,3,0,summer,0,peak_eve,8.064,0.001,0.903,-0.902,0.0,0.902,0.0,USE,7.72,7.378,6.719,7.396333333333334,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.0,1.0
2023-03-06 23:00:00,23,0,3,0,summer,0,off_peak,2.759,0.0,0.726,-0.726,0.0,0.726,0.0,USE,8.064,2.421,2.273,7.036833333333334,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.0,1.0
2023-03-07 00:00:00,0,1,3,0,summer,0,off_peak,2.797,0.0,0.564,-0.564,0.0,0.564,0.0,USE,2.759,2.877,2.677,6.201999999999999,0.0,1.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 01:00:00,1,1,3,0,summer,0,off_peak,2.688,0.0,0.629,-0.629,0.0,0.629,0.0,USE,2.797,2.72,2.395,5.334166666666667,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 02:00:00,2,1,3,0,summer,0,off_peak,2.436,0.001,0.602,-0.601,0.0,0.601,0.0,USE,2.688,2.625,2.32,4.410666666666667,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 03:00:00,3,1,3,0,summer,0,off_peak,2.933,0.005,0.518,-0.513,0.0,0.513,0.0,USE,2.436,2.369,2.403,3.612833333333333,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 04:00:00,4,1,3,0,summer,0,off_peak,2.911,0.014,0.413,-0.399,0.0,0.399,0.0,USE,2.933,2.796,2.173,2.754,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 05:00:00,5,1,3,0,summer,0,off_peak,2.758,0.059,0.568,-0.509,0.0,0.509,0.0,USE,2.911,3.066,2.229,2.753833333333333,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 06:00:00,6,1,3,0,summer,0,mid_peak,5.05,0.234,1.231,-0.997,0.0,0.997,0.0,USE,2.758,5.289,4.455,3.1293333333333333,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 07:00:00,7,1,3,0,summer,0,mid_peak,5.117,0.585,2.022,-1.437,0.0,1.437,0.0,USE,5.05,4.971,4.176,3.5341666666666662,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 08:00:00,8,1,3,0,summer,0,mid_peak,4.806,1.28,2.753,-1.473,0.0,1.473,0.0,USE,5.117,4.95,4.118,3.9291666666666667,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 09:00:00,9,1,3,0,summer,0,mid_peak,4.961,1.864,1.671,0.193,0.0,0.0,0.0,STORE,4.806,5.11,4.355,4.267166666666667,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 10:00:00,10,1,3,0,summer,0,peak_day,3.479,2.872,0.808,2.064,0.174,0.0,0.0,STORE,4.961,3.21,3.028,4.361833333333333,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 11:00:00,11,1,3,0,summer,0,peak_day,3.172,2.752,0.762,1.99,2.031,0.0,0.0,STORE,3.479,3.405,2.958,4.430833333333333,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 12:00:00,12,1,3,0,summer,0,peak_day,3.404,1.725,0.858,0.867,3.822,0.0,0.0,STORE,3.172,3.475,2.999,4.1565,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 13:00:00,13,1,3,0,summer,0,peak_day,3.157,3.151,1.249,1.902,4.603,0.0,1.902,EXPORT,3.404,3.544,2.736,3.8298333333333336,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 14:00:00,14,1,3,0,summer,0,mid_peak,5.11,2.621,1.747,0.874,4.603,0.0,0.874,EXPORT,3.157,5.025,4.062,3.8805,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 15:00:00,15,1,3,0,summer,0,mid_peak,5.035,1.651,1.894,-0.243,4.603,0.0,0.0,USE,5.11,5.009,4.5,3.8928333333333334,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 16:00:00,16,1,3,0,summer,0,mid_peak,4.798,1.122,2.026,-0.904,4.333,0.904,0.0,USE,5.035,4.908,4.227,4.112666666666667,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 17:00:00,17,1,3,0,summer,0,mid_peak,5.215,0.498,2.214,-1.716,4.333,0.0,0.0,USE,4.798,4.916,4.237,4.453166666666667,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 18:00:00,18,1,3,0,summer,0,peak_eve,7.73,0.163,2.699,-2.536,2.426,0.353,0.0,USE,5.215,7.806,6.849,5.174166666666667,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 19:00:00,19,1,3,0,summer,0,peak_eve,7.718,0.076,3.212,-3.136,0.0,3.136,0.0,USE,7.73,7.895,6.733,5.934333333333334,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 20:00:00,20,1,3,0,summer,0,peak_eve,7.87,0.024,2.67,-2.646,0.0,2.646,0.0,USE,7.718,7.977,6.718,6.394333333333333,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 21:00:00,21,1,3,0,summer,0,peak_eve,8.012,0.006,1.54,-1.534,0.0,1.534,0.0,USE,7.87,7.72,6.975,6.8905,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 22:00:00,22,1,3,0,summer,0,peak_eve,7.688,0.001,1.008,-1.007,0.0,1.007,0.0,USE,8.012,8.064,6.553,7.372166666666668,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-07 23:00:00,23,1,3,0,summer,0,off_peak,2.809,0.0,0.557,-0.557,0.0,0.557,0.0,USE,7.688,2.759,2.514,6.971166666666666,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336
2023-03-08 00:00:00,0,2,3,0,summer,1,off_peak,2.724,0.0,0.418,-0.418,0.0,0.418,0.0,USE,2.809,2.797,2.809,6.136833333333333,0.0,1.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 01:00:00,1,2,3,0,summer,1,off_peak,2.764,0.0,0.483,-0.483,0.0,0.483,0.0,USE,2.724,2.688,2.84,5.311166666666666,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 02:00:00,2,2,3,0,summer,1,off_peak,2.686,0.001,0.54,-0.539,0.0,0.539,0.0,USE,2.764,2.436,3.029,4.447166666666667,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 03:00:00,3,2,3,0,summer,1,off_peak,2.605,0.006,0.514,-0.508,0.0,0.508,0.0,USE,2.686,2.933,2.876,3.546,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 04:00:00,4,2,3,0,summer,1,off_peak,2.536,0.024,0.412,-0.388,0.0,0.388,0.0,USE,2.605,2.911,2.881,2.6873333333333336,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 05:00:00,5,2,3,0,summer,1,off_peak,2.673,0.076,0.639,-0.563,0.0,0.563,0.0,USE,2.536,2.758,2.961,2.6646666666666667,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 06:00:00,6,2,3,0,summer,1,mid_peak,4.627,0.14,0.972,-0.832,0.0,0.832,0.0,USE,2.673,5.05,4.985,2.981833333333333,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 07:00:00,7,2,3,0,summer,1,mid_peak,4.35,0.523,1.864,-1.341,0.0,1.341,0.0,USE,4.627,5.117,4.914,3.246166666666667,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 08:00:00,8,2,3,0,summer,1,mid_peak,4.853,1.143,2.807,-1.664,0.0,1.664,0.0,USE,4.35,4.806,4.883,3.607333333333333,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 09:00:00,9,2,3,0,summer,1,mid_peak,4.924,1.953,2.139,-0.186,0.0,0.186,0.0,USE,4.853,4.961,4.745,3.9938333333333333,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 10:00:00,10,2,3,0,summer,1,peak_day,2.838,2.449,1.181,1.268,0.0,0.0,0.0,STORE,4.924,3.479,3.668,4.0441666666666665,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 11:00:00,11,2,3,0,summer,1,peak_day,3.041,3.009,0.74,2.269,1.141,0.0,0.0,STORE,2.838,3.172,3.195,4.1055,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 12:00:00,12,2,3,0,summer,1,peak_day,3.285,2.815,0.75,2.065,3.183,0.0,0.046,STORE,3.041,3.404,3.327,3.8818333333333332,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 13:00:00,13,2,3,0,summer,1,peak_day,3.501,2.416,1.201,1.215,5.0,0.0,1.215,EXPORT,3.285,3.157,3.318,3.7403333333333335,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 14:00:00,14,2,3,0,summer,1,mid_peak,4.791,3.224,1.742,1.482,5.0,0.0,1.482,EXPORT,3.501,5.11,5.086,3.73,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 15:00:00,15,2,3,0,summer,1,mid_peak,4.679,2.262,2.136,0.126,5.0,0.0,0.126,EXPORT,4.791,5.035,5.162,3.6891666666666665,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 16:00:00,16,2,3,0,summer,1,mid_peak,4.761,0.639,1.874,-1.235,5.0,1.235,0.0,USE,4.679,4.798,5.169,4.009666666666667,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 17:00:00,17,2,3,0,summer,1,mid_peak,4.994,0.468,2.197,-1.729,5.0,1.729,0.0,USE,4.761,5.215,4.953,4.335166666666667,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 18:00:00,18,2,3,0,summer,1,peak_eve,7.351,0.233,2.815,-2.582,5.0,0.0,0.0,USE,4.994,7.73,7.815,5.012833333333334,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 19:00:00,19,2,3,0,summer,1,peak_eve,7.328,0.085,3.288,-3.203,2.131,1.285,0.0,USE,7.351,7.718,7.882,5.650666666666667,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 20:00:00,20,2,3,0,summer,1,peak_eve,7.376,0.012,2.748,-2.736,0.0,2.736,0.0,USE,7.328,7.87,7.803,6.081500000000001,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 21:00:00,21,2,3,0,summer,1,peak_eve,7.305,0.006,1.66,-1.654,0.0,1.654,0.0,USE,7.376,8.012,8.081,6.519166666666666,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 22:00:00,22,2,3,0,summer,1,peak_eve,7.466,0.001,0.767,-0.766,0.0,0.766,0.0,USE,7.305,7.688,7.914,6.97,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-08 23:00:00,23,2,3,0,summer,1,off_peak,2.904,0.0,0.513,-0.513,0.0,0.513,0.0,USE,7.466,2.809,2.91,6.621666666666667,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
2023-03-09 00:00:00,0,3,3,0,summer,0,off_peak,2.848,0.0,0.34,-0.34,0.0,0.34,0.0,USE,2.904,2.724,2.899,5.871166666666667,0.0,1.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 01:00:00,1,3,3,0,summer,0,off_peak,2.762,0.0,0.4,-0.4,0.0,0.4,0.0,USE,2.848,2.764,2.976,5.110166666666667,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 02:00:00,2,3,3,0,summer,0,off_peak,2.756,0.001,0.477,-0.476,0.0,0.476,0.0,USE,2.762,2.686,2.827,4.340166666666667,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 03:00:00,3,3,3,0,summer,0,off_peak,2.566,0.005,0.557,-0.552,0.0,0.552,0.0,USE,2.756,2.605,2.605,3.550333333333333,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 04:00:00,4,3,3,0,summer,0,off_peak,2.932,0.027,0.61,-0.583,0.0,0.583,0.0,USE,2.566,2.536,2.86,2.794666666666666,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 05:00:00,5,3,3,0,summer,0,off_peak,2.788,0.087,0.394,-0.307,0.0,0.307,0.0,USE,2.932,2.673,2.702,2.7753333333333328,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 06:00:00,6,3,3,0,summer,0,mid_peak,5.013,0.205,1.002,-0.797,0.0,0.797,0.0,USE,2.788,4.627,4.961,3.1361666666666665,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 07:00:00,7,3,3,0,summer,0,mid_peak,5.519,0.154,1.862,-1.708,0.0,1.708,0.0,USE,5.013,4.35,5.128,3.5956666666666663,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 08:00:00,8,3,3,0,summer,0,mid_peak,5.085,0.737,2.576,-1.839,0.0,1.839,0.0,USE,5.519,4.853,5.226,3.983833333333333,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 09:00:00,9,3,3,0,summer,0,mid_peak,4.927,1.761,1.86,-0.099,0.0,0.099,0.0,USE,5.085,4.924,5.043,4.3773333333333335,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 10:00:00,10,3,3,0,summer,0,peak_day,3.296,3.088,0.903,2.185,0.0,0.0,0.0,STORE,4.927,2.838,3.406,4.438,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 11:00:00,11,3,3,0,summer,0,peak_day,3.532,2.561,0.877,1.684,1.967,0.0,0.0,STORE,3.296,3.041,3.615,4.562,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 12:00:00,12,3,3,0,summer,0,peak_day,3.377,3.604,0.763,2.841,3.482,0.0,1.154,STORE,3.532,3.285,3.396,4.2893333333333326,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 13:00:00,13,3,3,0,summer,0,peak_day,3.144,3.569,1.298,2.271,5.0,0.0,2.271,EXPORT,3.377,3.501,3.75,3.8935,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 14:00:00,14,3,3,0,summer,0,mid_peak,5.178,3.17,1.78,1.39,5.0,0.0,1.39,EXPORT,3.144,4.791,5.125,3.9090000000000003,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 15:00:00,15,3,3,0,summer,0,mid_peak,4.94,1.505,1.999,-0.494,5.0,0.494,0.0,USE,5.178,4.679,4.776,3.9111666666666665,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 16:00:00,16,3,3,0,summer,0,mid_peak,5.321,1.182,2.191,-1.009,5.0,0.0,0.0,USE,4.94,4.761,5.153,4.248666666666667,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 17:00:00,17,3,3,0,summer,0,mid_peak,5.202,0.525,2.267,-1.742,3.879,0.0,0.0,USE,5.321,4.994,5.097,4.527,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 18:00:00,18,3,3,0,summer,0,peak_eve,7.773,0.202,2.822,-2.62,1.943,0.871,0.0,USE,5.202,7.351,8.033,5.259666666666667,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 19:00:00,19,3,3,0,summer,0,peak_eve,8.032,0.093,3.311,-3.218,0.0,3.218,0.0,USE,7.773,7.328,7.941,6.074333333333333,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 20:00:00,20,3,3,0,summer,0,peak_eve,7.85,0.022,2.833,-2.811,0.0,2.811,0.0,USE,8.032,7.376,7.819,6.519666666666667,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 21:00:00,21,3,3,0,summer,0,peak_eve,7.968,0.004,1.957,-1.953,0.0,1.953,0.0,USE,7.85,7.305,7.656,7.024333333333332,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 22:00:00,22,3,3,0,summer,0,peak_eve,7.913,0.001,0.752,-0.751,0.0,0.751,0.0,USE,7.968,7.466,7.809,7.456333333333333,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-09 23:00:00,23,3,3,0,summer,0,off_peak,2.673,0.0,0.57,-0.57,0.0,0.57,0.0,USE,7.913,2.904,2.672,7.034833333333334,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
2023-03-10 00:00:00,0,4,3,0,summer,0,off_peak,2.703,0.0,0.495,-0.495,0.0,0.495,0.0,USE,2.673,2.848,2.713,6.189833333333333,0.0,1.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 01:00:00,1,4,3,0,summer,0,off_peak,2.954,0.0,0.465,-0.465,0.0,0.465,0.0,USE,2.703,2.762,2.888,5.3435,0.25881904510252074,0.9659258262890683,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 02:00:00,2,4,3,0,summer,0,off_peak,2.75,0.001,0.559,-0.558,0.0,0.558,0.0,USE,2.954,2.756,3.05,4.4935,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 03:00:00,3,4,3,0,summer,0,off_peak,2.739,0.007,0.36,-0.353,0.0,0.353,0.0,USE,2.75,2.566,2.859,3.6220000000000003,0.7071067811865476,0.7071067811865476,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 04:00:00,4,4,3,0,summer,0,off_peak,2.657,0.023,0.668,-0.645,0.0,0.645,0.0,USE,2.739,2.932,2.621,2.746,0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 05:00:00,5,4,3,0,summer,0,off_peak,2.864,0.06,0.693,-0.633,0.0,0.633,0.0,USE,2.657,2.788,2.867,2.7778333333333336,0.9659258262890683,0.25881904510252074,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 06:00:00,6,4,3,0,summer,0,mid_peak,5.349,0.214,0.968,-0.754,0.0,0.754,0.0,USE,2.864,5.013,5.219,3.218833333333334,1.0,6.123233995736766e-17,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 07:00:00,7,4,3,0,summer,0,mid_peak,4.88,0.667,1.88,-1.213,0.0,1.213,0.0,USE,5.349,5.519,4.949,3.5398333333333336,0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 08:00:00,8,4,3,0,summer,0,mid_peak,5.044,1.165,2.385,-1.22,0.0,1.22,0.0,USE,4.88,5.085,5.02,3.922166666666667,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 09:00:00,9,4,3,0,summer,0,mid_peak,5.252,1.787,1.813,-0.026,0.0,0.026,0.0,USE,5.044,4.927,5.042,4.341,0.7071067811865476,-0.7071067811865475,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 10:00:00,10,4,3,0,summer,0,peak_day,3.348,2.243,1.321,0.922,0.0,0.0,0.0,STORE,5.252,3.296,3.242,4.456166666666666,0.49999999999999994,-0.8660254037844387,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 11:00:00,11,4,3,0,summer,0,peak_day,3.428,2.73,0.892,1.838,0.83,0.0,0.0,STORE,3.348,3.532,3.457,4.550166666666667,0.258819045102521,-0.9659258262890682,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 12:00:00,12,4,3,0,summer,0,peak_day,3.201,4.043,0.883,3.16,2.484,0.0,0.364,STORE,3.428,3.377,3.342,4.192166666666666,1.2246467991473532e-16,-1.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 13:00:00,13,4,3,0,summer,0,peak_day,3.424,2.761,1.235,1.526,5.0,0.0,1.526,EXPORT,3.201,3.144,3.423,3.9495,-0.2588190451025208,-0.9659258262890683,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 14:00:00,14,4,3,0,summer,0,mid_peak,5.012,3.258,1.758,1.5,5.0,0.0,1.5,EXPORT,3.424,5.178,4.907,3.9441666666666664,-0.4999999999999997,-0.8660254037844388,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 15:00:00,15,4,3,0,summer,0,mid_peak,5.188,2.245,2.064,0.181,5.0,0.0,0.181,EXPORT,5.012,4.94,4.974,3.9335,-0.7071067811865471,-0.7071067811865479,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 16:00:00,16,4,3,0,summer,0,mid_peak,5.218,1.212,1.931,-0.719,5.0,0.0,0.0,USE,5.188,5.321,5.148,4.245166666666667,-0.8660254037844385,-0.5000000000000004,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 17:00:00,17,4,3,0,summer,0,mid_peak,5.428,0.445,2.335,-1.89,4.201,0.0,0.0,USE,5.218,5.202,4.984,4.578499999999999,-0.9659258262890683,-0.25881904510252063,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 18:00:00,18,4,3,0,summer,0,peak_eve,7.927,0.228,2.892,-2.664,2.101,0.773,0.0,USE,5.428,7.773,8.099,5.366166666666666,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 19:00:00,19,4,3,0,summer,0,peak_eve,7.889,0.077,3.512,-3.435,0.0,3.435,0.0,USE,7.927,8.032,7.78,6.110333333333333,-0.9659258262890684,0.2588190451025203,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 20:00:00,20,4,3,0,summer,0,peak_eve,7.869,0.028,2.831,-2.803,0.0,2.803,0.0,USE,7.889,7.85,7.874,6.5865,-0.8660254037844386,0.5000000000000001,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 21:00:00,21,4,3,0,summer,0,peak_eve,7.787,0.006,1.812,-1.806,0.0,1.806,0.0,USE,7.869,7.968,7.98,7.019666666666667,-0.7071067811865477,0.7071067811865474,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 22:00:00,22,4,3,0,summer,0,peak_eve,7.891,0.001,0.822,-0.821,0.0,0.821,0.0,USE,7.787,7.913,7.627,7.465166666666666,-0.5000000000000004,0.8660254037844384,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-10 23:00:00,23,4,3,0,summer,0,off_peak,2.756,0.0,0.616,-0.616,0.0,0.616,0.0,USE,7.891,2.673,2.536,7.019833333333334,-0.25881904510252157,0.9659258262890681,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
2023-03-11 00:00:00,0,5,3,1,summer,0,off_peak,2.685,0.0,0.692,-0.692,0.0,0.692,0.0,USE,2.756,2.703,2.431,6.146166666666667,0.0,1.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
